Character,Line
Stan,You ask of us to take the one video to the House of Butters?
Cartman,It shall be a long journey with many dangers on the way.
Kyle,"But if the tape must be brought to the House of Butters, who else can do it?"
Stan,"Very well, we shall embark on this quest immediately, father!"
Stan,"Come, warriors!"
Stan,How shall we journey to the house of Butters?
Stan,Through the mines of Endor or over the mountains of Grog?
Kyle,Look out!
Kyle,Here comes the great dragon of Perengraph!
Cartman,Don't worry!
Cartman,I am the great wizard Motortart.
Cartman,I can shield us from the dragon's fire.
Stan,"Good job, wizard."
Cartman,"And so the party journeyed onward: the great Wizard, the skillful Ranger, and the covetous Jew."
Kyle,"I'm a Paladin, Cartman!"
Cartman,Jews can't be Paladins.
Stan,My father has asked that we bring you this copy of Lord of the Rings.
Cartman,Perhaps a reward is in order.
Cartman,Gold?
Cartman,Frankensteincense?
Cartman,"Man, that's crap."
Cartman,And so the party returns home after completing their great quest.
Stan,The one tape was returned and South Park was again at peace.
Kyle,Quick!
Kyle,A monster of Rivendell!
Cartman,Prepare for battle!
Stan,We gave it to the parents of Butters as commanded by you.
Cartman,This sounds like a really important quest.
Stan,Woww.
Cartman,This... is so cool.
Kyle,"Gentlemen, we are off!"
Stan,We have come to reclaim the one tape!
Kyle,The Queen and King of Stan'ses house wish The Lord of the Rings returned to them.
Cartman,"Nay, Butters!"
Cartman,The one tape must be brought back to Stan'ses house.
Kyle,Butters!
Kyle,We said you can't watch it!
Kyle,We have a quest!
Kyle,"Okay, fine, Butters."
Kyle,"But if you're gonna hang out with us, you have to play like Lord of the Rings."
Kyle,"Butters, what the hell are you doing?"
Kyle,Get the hell off me!
Kyle,"You're a freak, Butters!"
Kyle,You can't play with us!
Stan,"No, we have to return it!"
Cartman,And so the tape was again retrieved to be brought back to Stan'ses house.
Kyle,This copy of Lord of the Rings made the young Butters behave quite awfully.
Stan,"Yeah, and mine parents were acting strange about it, too."
Cartman,Perhaps the one videotape has some power we have not foreseen.
Kyle,"Oh, crap, the sixth graders!"
Stan,Nothing.
Stan,"Hey, kid!"
Cartman,You're gay!
Stan,Give it back!
Stan,We're on a quest to return it to my parents!
Kyle,You can't keep it.
Stan,There's four of us!
Stan,Kenny's soul is still trapped in Cartman's body!
Cartman,Yeah!
Kyle,"Dude, that video is making people act strange."
Cartman,The one tape must be returned!
Cartman,Run!
Kyle,We can't let those sixth graders get their hands on this videotape.
Cartman,I must say I agree.
Cartman,"If this copy of The Lord of the Rings is tainted, it would not be safe in the wrong hands."
Stan,"Oh crap, dude!"
Kyle,Hide!
Stan,Ogh.
Kyle,Phew.
Kyle,The one videotape is sought after indeed.
Stan,Yeah.
Stan,"Butters, my parents, now the sixth graders."
Cartman,"Come, guys."
Cartman,We must bring this all to the attention of the High Elf of Paragon.
Kyle,"Yeah, the High Elf."
Kyle,He'll know what to do.
Cartman,Open.
Cartman,Bellog.
Stan,We must speak with the High Elf of Paragon.
Kyle,We have in our possession something of great power.
Kyle,It is...
Kyle,The Lord of the Rings.
Stan,"Yes, but this is not a--  Wow, twelve hours?"
Stan,"...Yes, but this is not a normal copy."
Stan,It's making people act really strange.
Cartman,"We're seriously, High Elf."
Cartman,Something very evil lurks in this tape.
Cartman,"Thank you, High Elf of Paragon."
Cartman,Clyde's a dick.
Cartman,"Kevin, god-damnit..!"
Stan,"But if we watch it, we could fall under its spell, too."
Cartman,Talangar the Black returns from watching the video.
Stan,"Uh, well—Wait, what'd you see?"
Cartman,"My God, this thing must really be powerful."
Kyle,This tape makes people freak out wherever it goes.
Stan,What do we do with it?
Kyle,Two Towers Video Store.
Kyle,I-in Conifer.
Cartman,Quiet!
Cartman,You're acting like a bunch of assholes!
Stan,I will take it!
Stan,I will walk to the video store.
Kyle,Paladin!
Stan,"No, no, there's seven of us."
Stan,"Kenny's soul is still trapped in Cartman's body, remember?"
Cartman,"Yeah, stupid."
Cartman,Yeah.
Cartman,"Luckily, Cartman's body is big enough for the both of us."
Cartman,"Shut up, Kenny."
Kyle,We have reached the Great Pass of Mount Ururalak.
Kyle,We were almost killed.
Cartman,A dark wizard must be trying to stop us!
Stan,True.
Stan,Someone or something doesn't want this video returned to the video store.
Stan,Perhaps the Great Ringworm of Bailey is about.
Cartman,"Guys, we shall slay the Ringworm and take his bounty of treasure!"
Cartman,For that is the way of the--
Kyle,"Hey, what are you guys doing?"
Cartman,Ha!!
Cartman,Fags!
Kyle,You guys.
Kyle,Somebody is following us.
Cartman,It's Butters.
Kyle,Butters?
Cartman,Yes.
Cartman,He's been following us for like two hours.
Cartman,Just ignore him; maybe he'll go away.
Cartman,"There's no time for rest, sorcerer!"
Cartman,Keep up!
Kyle,"Jimmy, are you sure?"
Stan,Jimmy didn't stop them!
Kyle,They're gonna take The Lord of the Rings from us.
Cartman,Quick!
Cartman,Cross the river!
Cartman,Sixth graders can't stand water!
Cartman,"I'm a high-ranking white wizard, Craig, and I say sixth graders are opposed to water!"
Cartman,Go ahead and play Harry Butthole Pussy Potter!
Stan,Just get across the river!
Stan,They're coming!
Stan,"Man, we should have never crossed that stupid river."
Kyle,Yeah.
Kyle,"Good job, wizard fat ass!"
Kyle,Now we're totally lost.
Cartman,"We're not lost, Jewgar of Jewlingrad, we just don't know where we are!"
Cartman,"That's what ""lost"" means, stupid!"
Cartman,"Kenny, shut your goddamned mouth!"
Stan,This is great!
Stan,We're in the middle of nowhere and nobody knows what direction the video store is in!
Kyle,Oh brother!
Stan,Where?
Kyle,"No, Butters."
Kyle,Look what it's done to you.
Kyle,It's made you even lamer than before.
Cartman,If that was possible.
Stan,"Tell us how to get to the video store, Butters, or else we're gonna kick your ass!"
Kyle,Oh no!
Kyle,They're closed!
Stan,Closed?
Cartman,We're screwed.
Stan,Wait.
Stan,A drop box.
Stan,"Quick, Kyle, drop the movie in!"
Kyle,Finally.
Kyle,It's over.
Kyle,Butters!
Kyle,No!
Stan,They're coming!
Kyle,It has to go back!
Kyle,"Let go of the tape, Butters!"
Kyle,Fine!
Cartman,The tape is returned to which it came.
Cartman,Its power over you shall fade as well.
Kyle,Middle-earth is again safe.
Stan,Uh-oh.
Cartman,And perhaps they would.
Cartman,But for now the sixth grader army was defeated.
Stan,"Oh hey guys, uh... We were just about to come home."
Stan,We had to return the video.
Stan,...Wow.
Kyle,Funny.
Kyle,Not him!
Kyle,Two-year-olds are too old for Mr. Hat.
Cartman,"Dude, I think that Mr. Slave guy might by a...  Pakistani."
Cartman,"No, Kenny."
Cartman,"What are you doing, Kenny?"
Cartman,"Kenny, no!"
Cartman,"Don't do it, Kenny!"
Cartman,"No, it was Kenny!"
Stan,"Yeah, but Cartman drank Kenny's remains, and now Kenny's soul is trapped in Cartman's body."
Kyle,"Hey guys, can we talk to you?"
Kyle,"Uhh, not cool."
Stan,"No, no, he said not cool."
Stan,"We got our new teacher today; it's, it's Mr. Garrison, our old third grade teacher."
Kyle,"Well, he has this new teacher's assistant, and uh and they're both... totally gay."
Stan,"Yeah but, these guys are really super-gay."
Cartman,Ey!
Cartman,"Aw man, this is awesome!"
Cartman,I wanna ride again!
Cartman,I wanna ride again!
Cartman,"Look, a covetous Jew!"
Cartman,Ey!
Kyle,"""Fat tits."""
Kyle,That's a good one.
Stan,"Yeah, I have to remember that."
Cartman,"I'm not fat, I have a different life choice."
Cartman,"Duhuhude, tolerance kicks ass!"
Stan,I guess.
Stan,"Oh, no, no, no no no no."
Kyle,Bad.
Stan,"Chef, we're intolerant."
Kyle,"Gays, I guess."
Stan,"Well we didn't think we were, but Mr. Garrison has this new assistant, and we're really uncomfortable around him."
Kyle,"Well, I guess it's mostly the way Mr. Garrison stuck a gerbil up Mr. Slave's ass."
Stan,Are we homophobes now?
Kyle,"We don't wanna be gay bashers, Chef."
Stan,N-no?
Cartman,"I'll take three lunches today, please."
Cartman,"It is my life choice, Chef, and if you don't tolerate it I'll report you to the SEC."
Stan,We're not staying in class another minute with those queermos!
Stan,Tolerance camp?
Kyle,"Uh, a bear?"
Kyle,"Eh I, I don't know what else to paint."
Kyle,Aaaa!
Kyle,People of all colors and creeds holding hands beneath a rainbow!
Kyle,Oh.
Stan,Kyle.
Stan,"Kyle, you have to keep making your macaroni pictures."
Kyle,Can't... glue... any... more.
Stan,"The guards are coming, Kyle."
Stan,Glue.
Stan,"Glue, damn you!"
Stan,Butters!
Stan,Jesus... we have to get out of here.
Cartman,Oh.
Cartman,"Uh, nothing."
Cartman,I was just getting back to work.
Cartman,Nothing.
Cartman,Yes sir!
Cartman,Phew.
Cartman,"Hey, I was kidding."
Cartman,There's actually two girls hiding down there.
Cartman,Hey!
Cartman,Kenny.
Cartman,Can't have Kenny.
Cartman,Ey Kenny!
Cartman,"God-damn you, Kenny!"
Stan,"Chef, Cartman is in the hospital."
Stan,They think he might die.
Kyle,"Yeah, and, we don't know whether or not we should care."
Stan,"Well, nobody seems to know, but we think it's because he drank Kenny's soul four weeks ago."
Kyle,"Kenny's ashes were in an urn, and Cartman drank it, thinking it was chocolate milk mix."
Kyle,"Well like we said, we didn't know whether or not we should care?"
Cartman,Hey you guys!
Cartman,How's it goin'?
Stan,"No, that's Kenny."
Cartman,What the hell are you assholes doing here?
Stan,That's Cartman.
Cartman,"Oh, about a month."
Cartman,He's gone again.
Stan,"Hey, I've seen that guy."
Stan,He has a TV show where he brings people on and talks to their dead relatives.
Kyle,We're gong to New York?
Kyle,Oh cool.
Kyle,We get to watch a movie?
Stan,Awesome!
Cartman,Ha-heheheh.
Cartman,"That was Kenny laughing, not me."
Stan,"Uh, over here please?"
Kyle,We have a dead friend.
Cartman,Kenny!
Stan,We told you that.
Kyle,Yee-yeah.
Stan,"No no, he's trapped in Cartman's body."
Kyle,I'm Kyle.
Kyle,Yeah.
Kyle,My Grandma.
Kyle,She's here?
Kyle,Oh my God!
Stan,Heh hey wait a minute dude.
Stan,He seemed better on TV?
Kyle,Grandma's watching me.
Kyle,Always watching me.
Stan,"Dude, you don't believe that guy talked to your grandma, do you?"
Stan,We don't get to go to Scotland?
Stan,Oh well.
Stan,"Good luck getting Kenny out of you, fatso."
Cartman,"Thanks, asshole."
Stan,That's us.
Stan,Come on.
Kyle,Four white birds!
Stan,Huh?
Kyle,There's four white birds!
Kyle,This is what Grandma wants?
Kyle,She wants me to attend Jewleeard.
Stan,"Dude, you were going to see four white birds eventually."
Kyle,So is it a coincidence that Grandma DID talk to me about going to Jewleeard someday?
Stan,Yes.
Stan,"Now, come on."
Stan,Our plane is gonna leave.
Kyle,I'm not going back.
Stan,What?
Kyle,I have to join Jewleeard and make Grandma proud!
Kyle,Tell my parents I'll call them.
Stan,Kyle.
Stan,"No, Kyle!"
Stan,Aw crap!
Stan,"Hey, uh, I need to talk to Mr. Edward, please."
Stan,"I'm not here for a reading, I just need to ask him something real quick."
Stan,Jesus Christ.
Stan,"Hey uh, I need to ask you a big favor."
Stan,"You, you did a reading on my best friend and uh, well you kind of messed him up."
Stan,"Look, my friend Kyle won't fly back home to Colorado."
Stan,"All I need you to do is just talk to him and tell him, you know, the whole talking to dead people isn't for real."
Stan,"Right, but it's not."
Stan,It's a trick you do and I need you to just let my friend Kyle know that so he can go on with his life.
Stan,Yes.
Stan,We all hear voices in our heads.
Stan,"It's called ""intuition."""
Stan,Get over yourself and tell my friend it's just for fun.
Stan,"No, you give them false hope and a belief in something that isn't real."
Stan,"No dude, you're a douche."
Stan,Then you're a stupid douche
Stan,I'm nine years old.
Stan,You are so a douche!
Stan,"I'm nominating you for the Biggest Douche in the Universe award, you douche!"
Stan,Son of a bitch.
Cartman,Hey Kenny!
Cartman,"Shut up, Kenny!"
Cartman,"You shut up, fatass!"
Cartman,Twelve hours??
Cartman,Jesus Christ!
Cartman,"Oh, good."
Cartman,Oh for the love of Christ.
Cartman,"I wanna watch, fat boy!"
Cartman,"No, Kenny, it's not funny!"
Stan,Kyle!
Stan,Kyle!
Kyle,"Don't try and stop me, Stan!"
Kyle,This is what my grandma wants!
Stan,"Look, I went and saw that John Edward guy."
Stan,He's just a big douche.
Kyle,He's not a douche!
Kyle,He talked to my grandma!
Stan,"Kyle, you can't ruin your life based on what some douchey psychic said."
Stan,"They all just use a technique called ""cold reading."""
Stan,They've used it for hundreds of years to make people believe them.
Stan,"No, he's not."
Stan,"Alright, look."
Stan,I'll show you.
Stan,I just need a volunteer.
Stan,How about you?
Stan,"Okay, I'm gonna pretend that a dead person is talking to me about you, okay?"
Stan,"Okay, watch, Kyle."
Stan,"Uh, it's an older man, someone very close to you."
Stan,"Does this month, November, hold a special significance?"
Stan,"Right, because he's saying, ""Tell her 'Happy Birthday.'"""
Stan,"See, Kyle?"
Stan,I just started with something really vague.
Stan,"I chose an older man because I'm betting that, based on this woman's age, her father is most likely dead."
Stan,"But if her father wasn't dead, I could still say it was some other older man."
Stan,I didn't.
Stan,I just asked her if November meant anything.
Stan,"Her father could have died in November, or Thanksgiving could have been really special for them."
Stan,"But I go with the birthday and validate it now, as if I knew, by saying ""He wishes you a Happy Birthday."""
Stan,"Okay, I'll just use an old standard."
Stan,"He saying ""the money."
Stan,"Stop worrying about the money."""
Stan,No it isn't!
Stan,"When a father dies, inheritance is usually an issue, and money is something everyone worries about."
Stan,What?
Stan,No wait.
Cartman,Right now?
Cartman,"Whoa, whoa, watch it lady."
Stan,"Okay, listen to me."
Stan,Listen very carefully.
Stan,This is a trick that I am doing.
Stan,Okay?
Stan,Watch.
Stan,All I'm gonna do is say a name that I'm gonna pick at random.
Stan,Okay?
Stan,"They want me to acknowledge Pete, or Peter."
Stan,No!
Stan,Stop clapping!
Stan,All I did was pick a random name and wait for somebody in the audience to give a response.
Stan,"Now that I see that there's a lone woman crying, my instinct tells me Peter was her husband."
Stan,"So I say, ""Peter was your husband?"""
Stan,Stop it!
Stan,I didn't do anything!
Stan,I didn't start by saying Peter is dead!
Stan,"I started by saying, ""They want me to acknowledge Peter."""
Stan,"That could have meant Peter was in the audience or that Peter was somebody's friend, or Peter had died."
Stan,"I couldn't be wrong, see?"
Stan,"Now, I can look at this woman and see that she's fairly young, so odds are her husband was fairly young when he died."
Stan,"So I can say something like, ""I'm getting that Peter's death was very untimely"""
Stan,Okay.
Stan,Let's back up.
Stan,Not literally!
Cartman,"Ahh, Aahhhh!"
Stan,Here.
Stan,"Look, Kyle."
Stan,I found tons of testimonials on the Internet saying that John Edward has the entire studio wired to hear what people are talking about before the show.
Stan,"And, he pays actors to be plants in the audience."
Kyle,You're just jealous he's a better psychic than you.
Stan,"Fine, I give up!"
Stan,You wanna stay in New York?!
Stan,Then go ahead!
Stan,"No, I don't think either of us can."
Stan,"I'm saying this to you, John Edward, you are a liar, you are a fake, and you are the biggest douche ever!"
Stan,Because the big questions in life are tough: Why are we here?
Stan,Where are we from?
Stan,Where are we going?
Stan,"But if people believe in asshole douchey liars like you, we're never gonna find the real answer to those questions."
Stan,"You aren't just lying, you're slowing down the progress of all mankind, you douche!"
Stan,"Fine, douche!"
Cartman,"Hey, ah I feel a lot better."
Stan,"No, I don't wanna talk to you."
Stan,I wanna talk to the audience.
Stan,"You see, I learned something today."
Stan,"At first I thought you were all stupid, listening to this douche's advice, but now I understand that you're all here because you're scared."
Stan,You're scared of death and he offers you some kind of understanding.
Stan,"You all want to believe in it so much, I know you do."
Stan,"You find comfort in the thought that your loved ones are floating around trying to talk to you, but think about it: Is that really what you want?"
Stan,"To just be floating around after you die, having to talk to this asshole?"
Stan,We need to recognize this stuff for what it is: magic tricks.
Stan,Because whatever's really going on in life and in death is much more amazing than this douche.
Kyle,"You're right, Stan."
Kyle,"My Grandma isn't floating around, judging me and watching what I do."
Kyle,She's dead.
Kyle,Dead and gone forever.
Stan,Yeah.
Stan,"There's nothing special about you, dude."
Stan,Get over yourself.
Stan,"No, it can't be."
Stan,"Oh, dude!"
Stan,Now do you people believe me?
Cartman,God-damnit that was a long flight!
Cartman,I thought we'd never get out of stinky-ass smelly Scotland!
Cartman,It's still in baggage claims!
Kyle,"Throw it away, Clyde!"
Stan,What's going on?
Kyle,Some high schoolers left their marijuana cigarette behind.
Kyle,Uh we have to throw it away before some kids find it or something.
Stan,So throw it away.
Kyle,What if the residue gets on our hands and it leads to harder drugs like those commercials say.
Stan,"You guys, those commercials are just exaggerations."
Kyle,...Where did you have sex with her?
Stan,It's just a stupid plant that makes you dumb.
Stan,Touching it won't hurt you.
Cartman,"Then you throw it away, smartass."
Stan,"Fine, I will."
Stan,"There, see?"
Stan,I touched marijuana.
Stan,"I'm not a terrorist, I didn't shoot anybody, and I don't feel like doing more drugs now."
Stan,No big deal.
Stan,"Aw, come on, Mom."
Stan,It's just a show!
Stan,"It doesn't have any fucking effect on me, for fuck's sake!"
Stan,"Who the fuck is is, Mom and Dad?"
Stan,I'm me from the past?
Stan,"Oh dude, I should have never touched that marijuana!"
Stan,What??
Stan,I have to share my room with my future self??
Stan,Oh no!
Stan,Stop it.
Stan,No.
Stan,Quit it.
Stan,Hey guys.
Cartman,Who's this asshole?
Stan,This is my future self.
Stan,He came during the electrical storm last night and is caught in a time matrix.
Stan,He's me when I'm 32.
Kyle,Wow.
Kyle,That's pretty cool.
Cartman,Then how does he know our names?
Kyle,"'Cause, r-tard, he's Stan from the future."
Kyle,He knows everything Stan knows.
Cartman,Ohhh.
Cartman,Wait.
Cartman,Stan becomes this douchebag?
Stan,"Shut up, Cartman!"
Cartman,That is so awesome!!
Cartman,Thank you God!
Cartman,Oh praise God!
Kyle,"Hey, what happens to me in the future?"
Cartman,Juvi Hall!
Cartman,Stan's a loser!
Cartman,Stan's a loser!
Stan,God-damnit!
Stan,"Thanks for staying after school and tutoring me, Butters."
Stan,"I told you, I can't stand my future self."
Stan,I have to do whatever I can to not become a loser like him.
Stan,I just can't stand having my future self around all the time!
Stan,It's driving me crazy!
Stan,Maybe if I get smarter I won't become him and I won't have to share my room!
Stan,"Yeah, it's like everything I do, he..."
Stan,"Wait a minute, what'd you say?"
Stan,"Dude, how long has your future self been around?"
Stan,Four months??
Stan,And you never told anybody that you were living with yourself in the future?
Stan,Where is he now?
Stan,Liver medicine?
Stan,"Alright, where is that son-of-a-bitch's wallet?"
Stan,"Butters, don't you think it's a little bit of a coincidence that both your future self and my future self got caught in a mexterdexed time plane?"
Stan,Here it is.
Stan,It has to be something eh...
Stan,"Wait, what's this?"
Stan,This expires in two thousand two.
Stan,Why does he have this in his wallet?
Stan,Three four five one Colfax Avenue.
Stan,"Come on, Butters."
Stan,Here it is.
Stan,Motivation Corp.
Stan,"Butters, part of being on an adventure is you go places you're not supposed to go."
Stan,What the hell is going on here?
Stan,I can't believe it!
Stan,It's all a scam!
Stan,They've all been lying to us this whole time!
Stan,"Butters, don't you get it?!"
Stan,Those assholes aren't our future selves!
Stan,Our parents hired them to make us more motivated!
Stan,"They didn't come back to the past, you dumbass, they're actors!"
Stan,"It is lying, Butters."
Stan,Your parents lied to you and my parents lied to me!
Stan,Get it!
Stan,Who's that?
Stan,What?
Stan,We have to teach our parents a lesson!
Stan,Show them they can't just play with our emotions like that!
Stan,...You're gay?
Stan,"It's fine if you're gay, Butters."
Stan,I don't care.
Stan,"But we have to teach our parents a lesson, Butters!"
Stan,We're running away!
Stan,Help me find the perfect place to run away to!
Stan,"No, we gotta run away somewhere warm."
Stan,"Dude, I didn't know there was such a thing."
Stan,"Uh, hi, is this the Parental Revenge Center of Western America?"
Stan,Ah I'm really pissed off at my parents and I wanna impose swift and horrible revenge upon them?
Stan,Oh really?
Stan,"Oh, okay, uh where are you located, please?"
Stan,"Great, uumm, can I come by tomorrow?"
Stan,Eleven o'clock is great.
Stan,Thank you.
Stan,That was easy!
Stan,I just have to go to their office and they'll help me figure out how to get back at my parents!
Stan,"Fine, then you can come with me."
Stan,I guess this is it.
Stan,"Uh hello, we're here about the revenge on our parents?"
Cartman,"Yes, come in, please."
Stan,Cartman?
Cartman,"Oh, Stan, Butters, I didn't know it was you guys."
Stan,What the hell are you doing here?
Cartman,"I'm running a business, Stan."
Cartman,Are you my eleven o'clock?
Stan,"God-damnit, I knew this was too good to be true!"
Stan,"Come on, Butters, let's go."
Cartman,"Eh, so, you don't want to make your parents suffer and pay for mistreating you, then?"
Cartman,"Look, ah, I don't know what your parents did to you, but if you're here, I take it they pissed you off pretty good."
Cartman,Maybe you should at least ...hear what I have to offer?
Stan,"Oh, sorry."
Stan,I thought this was a legitimate business!
Cartman,"That it is, I assure you."
Cartman,I started this business over three months ago from the ground up.
Cartman,I've been helping children get back at their parents ever since.
Stan,How many parents have you exacted revenge upon?
Cartman,Craig's.
Cartman,a-and Clyde's.
Cartman,"Oh and and Kyle's, but that was a freebie."
Cartman,"Look, I run a legitimate business here with state-of-the-art computers, charts, and technology."
Cartman,Look around you.
Cartman,"I know how it feels to be really, really pissed off at your parents."
Cartman,"And I will work hard, for you."
Stan,Our moms and dads lied to us about those future selves!
Stan,It was just a trick to get us to not wanna try drugs or alcohol.
Cartman,God-damnit!
Cartman,See?
Cartman,This is exactly why I started this business.
Cartman,"If a parent can't respect their child, than who can they respect, huh?"
Cartman,Listen!
Cartman,"Parents understand one thing, and that's consequences."
Cartman,"They need to see consequences from their actions, or else they'll never learn."
Cartman,What my company does is inflicts those consequences upon the parents in a very real and very direct way.
Stan,How much is this going to cost us?
Cartman,Eighteen thousand dollars.
Cartman,"How about just... three hundred and eighty seven easy payments of a hundred ninety nine, ninety five."
Cartman,How about five bucks?
Cartman,"Okay, Butters, let's start with you."
Cartman,I think I've found a great way to get revenge on your parents.
Cartman,Just... tell me if I'm going in the right direction here.
Cartman,"What we're going to do, Butters, is we're going to wait for your parents to leave the house, and then, smear all the walls... with poop."
Cartman,"Now, I want you to take a look at some of these poop swatches."
Cartman,"Poop comes in a lot of varieties, Butters."
Cartman,"I wanna find the perfect one, tailored to your revenge on your parents."
Cartman,"Now, personally, I like the baby green."
Cartman,But I also think the classic brown would go nicely with your house.
Cartman,"Well, y-you know what we could do, uh, uh Butters, is go with the baby green in the living room, and then maybe a classic brown, or even a nut-n-corn crunch in your parents' bedroom."
Cartman,"Okay, well let's do that then."
Cartman,That looks nice.
Cartman,"Alright, now, Stan."
Cartman,For you I've put together a really nice design.
Cartman,I feel your parents were a bit more cocky about lying to you and your revenge needs to reflect that.
Cartman,"So what I wanna to is put a note on your parents' door, telling them I'm the counselor from the school."
Stan,Yeah.
Cartman,"The note will inform them that a problem has come up and they need to see me right-away, back at my office."
Stan,Yeah.
Cartman,Your parents will drive all the way out to the school and discover that no meeting is actually taking place.
Stan,Yeah!
Cartman,"And while they're gone, we're gonna smear all their walls with poop."
Stan,"That's not neato, that sucks."
Cartman,What?
Stan,You're gonna smear Butters' parent's walls with poop.
Stan,I thought his revenge was unique and customized!
Cartman,"Poop-smearing is the hot ticket right now, Stan, and... have you seen the poop swatches."
Stan,"Dude, that's not extreme enough!"
Stan,My parents aren't gonna learn their lesson from having some crap smeared on their walls!
Stan,I want them to see what they did was wrong!
Stan,I want them to have them to admit that they lied to me!
Cartman,"Okay, okay, fine."
Cartman,"I I just, I just, ...my first idea."
Cartman,That's why we have these consultations.
Cartman,"Okay, okay, lemme, lemme see here."
Cartman,Uh.
Cartman,"Oh wait, oh this is nice."
Cartman,"How about this: uh, we'll lure your parents out of the house, and then we'll kill them."
Cartman,"Uh, we'll cut them up into little pieces and feed them to the dog"
Stan,Dude!
Cartman,Extreme enough for you?
Cartman,How's Wednesday?
Stan,"No, that's too extreme!"
Cartman,Well first it's not extreme enough and then it's too extreme; where do you want it?
Stan,"Just forget it, Cartman!"
Stan,You don't know what you're doing!
Cartman,"I'm a professional, suh!"
Cartman,"Don't worry about it, Butters."
Cartman,You're gonna be a hundred percent satisfied.
Stan,Hey future self.
Stan,You know that thing that I kept hidden in the hold in the wall for two years that I've never told anybody about?
Stan,"You know, the thing that I take out of the shoebox every night before I go to sleep?"
Stan,You must know what I'm talking about.
Stan,"Mom, Dad, I don't think that guy is from the future."
Stan,No.
Stan,You know what I think?
Stan,I think this is all an elaborate hoax!
Stan,And I think that whoever is doing it doesn't have very much respect for me!
Stan,"See, the best way to try to motivate somebody is by being direct with them, to be honest with them."
Stan,"I think the whole future self thing is a lie, and lies are never the right way to get your message across."
Stan,What?
Cartman,"Okay, very nice, very nice."
Cartman,"Oh wait, uh, God-damnit!"
Cartman,Felipe!
Cartman,The classic brown poop is supposed to go in the parents' bedroom!
Cartman,The living room is supposed to be all baby green poop!
Cartman,¡La caca de moreno no es aquí!
Cartman,"¡Aquí es verde, señor!"
Cartman,¡Es verde!
Cartman,¡Arriba arriba!
Cartman,"Sí, gracias."
Cartman,¿Y tú?
Cartman,¡Carlos!
Cartman,"¡Carlos, no!"
Cartman,We want a textured effect on the nut-n-corn crunch poop.
Cartman,That's why we  spackle with the sponge.
Cartman,See?
Cartman,Spackle gently.
Cartman,Lo marrado.
Cartman,"Gently, see?"
Cartman,Marrado.
Cartman,Marrado.
Cartman,Spectacularrr.
Cartman,"God, it's so hard to find good help."
Cartman,Ah!
Cartman,"Butters, like what you're seeing so far?"
Cartman,"Yeah, well, three hundred gallons of poop isn't gonna smell like a garden, Butters."
Cartman,But I think it's coming together real nice.
Cartman,"Yes, well, I've done my job, haven't I?"
Cartman,"¡Pepite, Pepite, no!"
Cartman,No come la taco la trabajar!
Stan,"Hide and go seek, huh?"
Stan,I don't believe that he's my future self!
Stan,"No, I actually have a way to be sure."
Stan,I'm going to cut off my hand.
Stan,"If he is my future self, then his hand will disappear."
Stan,But I have to know for sure.
Stan,Maybe it's the hand I smoked that first joint with.
Stan,Here I go.
Stan,I'm gonna do it.
Stan,Yes?
Stan,AAAH!
Stan,"That's weird, because I really didn't cut off my hand."
Stan,It was fake.
Cartman,"Well Butters, I hope you like the work."
Cartman,I'm sure your parents will be plenty pissed off.
Cartman,"Ooo, ah, that's a different company."
Cartman,Oh!
Cartman,Someone's here!
Cartman,We'd better run out the back!
Cartman,Pepite!
Cartman,Carlos!
Cartman,­¡Vamonos!
Stan,Butters!
Stan,"Butters, we've go-!"
Stan,"Oh, God, it smells in here."
Stan,"Butters, we're running away!"
Stan,"Our parents are never gonna admit what they did was wrong, and they're never gonna change!"
Stan,Huh?
Stan,Get the fuck out of here.
Stan,"Aw, stop it, you guys!"
Stan,I know all about Motivation Corp.!
Stan,All I've been trying to get you guys to do is admit that you lied to me!
Stan,"I've been told a lot of things about pot, but I've come to find out a lot of those things aren't true!"
Stan,So I don't know what to believe!
Stan,"I really, really wish you just would have told me that from the beginning."
Stan,"Yeah, I gotta admit."
Stan,You really came through.
Stan,Thank you.
Stan,I thought the hangover black went really nice in the lobby.
Cartman,Thanks.
Cartman,"But you know, all this talk about future selves has made me think, maybe I should ...take better care of myself."
Cartman,"I mean, maybe I should think about who I'm going to become."
Cartman,Who the hell are you?
Cartman,"Oh wow, really?"
Cartman,That's so awesome!
Cartman,Now I'll really work to be successful!
Cartman,"Go have sex with yourself, asshole!"
Cartman,I'm not that stupid!
Cartman,"Just for that, I'm gonna spend my whole childhood eating what I want, and doin' drugs when I want!"
Cartman,Whatevuh!
Cartman,I'll do what I want!
Cartman,You're done?
Cartman,"Yeah, so how's it look?"
Cartman,"But I'll still be getting presents this year, right?"
Cartman,What?
Cartman,Three??
Cartman,You didn't deduct all my nice invoices!
Cartman,Look look!
Cartman,What about this one?
Cartman,It was nice for Token; he laughed for like 20 minutes.
Cartman,"God-damnit I have to get that Haibo robot doll, you sonofabitch!"
Cartman,Haven't you seen the Haibo doll?
Cartman,"It's like a pet, a robot pet."
Cartman,"You have to feed it and pet it or else it dies, and it's the coolest thing ever!"
Cartman,Santa has to bring me one!
Cartman,Uh... Oh!
Cartman,I brushed my teeth last night!
Cartman,Well there's still time before Christmas!
Cartman,Can't I still make up for it?
Cartman,Jesus Christ!
Cartman,Hi guys!
Cartman,Very Merry Christmas.
